cod_assunt_judici;cod_cjf;cod_cnj_filho;cod_cnj_pai;des_assunt_jf
403005;040317      ;6171;6160;Inclusão de dependente
403006;040314      ;6164;6160;Declaração de Ausência
403007;040305      ;;;Opção por permanecer em atividade
403008;040402      ;6175;6173;Cumulação
403009;0405        ;6181;195;Tempo de Serviço
403010;040501      ;6182;6181;Averbação/cômputo/conversão de tempo de serviço especial
403011;040502      ;6183;6181;Averbação/cômputo de tempo de serviço de segurado especial (regime de economia familiar)
403012;040503      ;6184;6181;Averbação/cômputo de tempo de serviço rural (empregado/empregador)
403013;040504      ;6185;6181;Averbação/cômputo de tempo de serviço como aluno aprendiz
403014;040505      ;6186;6181;Averbação/cômputo de tempo de serviço militar
403015;040508      ;6189;6181;Certidão de tempo de serviço
403016;040309      ;6165;6160;Atividade concomitante
403017;040310      ;6166;6160;Renúncia ao benefício
403018;040311      ;6167;6160;Demonstrativo das importâncias pagas
403019;040312      ;6168;6160;Períodos de Carência
403020;040403      ;6176;6173;Parcelas de benefício não pagas
403021;040315      ;6169;6160;Limite mínimo de idade
403022;040316      ;6170;6160;Perda da qualidade de segurado
403023;040318      ;6172;6160;Regra de transição para aposentadoria - pedágio
404000;0404        ;6173;195;Pedidos Genéricos relativos aos Benefícios em Espécie
404001;040404      ;6177;6173;Concessão
404002;040405      ;6178;6173;Restabelecimento
404003;040406      ;6179;6173;Conversão
404004;040407      ;;;Revisão
404005;;55002;6173;DESAPOSENTAÇÃO
404006;;55017;6173;BENEFÍCIO PREVIDENCIÁRIO PAGO INDEVIDAMENTE
405001;040506      ;6187;6181;Averbação/cômputo de tempo de serviço de empregado doméstico
405002;040507      ;6188;6181;Averbação/cômputo de tempo de serviço urbano
405003;040509      ;6190;6181;Contagem recíproca de tempo de serviço
500000;05          ;287;;Direito Penal
501000;0501        ;3369;287;Crimes contra a vida
501001;050101      ;3370;3369;Homicídio Simples (art 121 caput)
501002;050102      ;3371;3369;Homicídio Privilegiado (art 121, §1º)
501003;050103      ;3372;3369;Homicídio qualificado (art 121, § 2º)
501004;050104      ;3373;3369;Induzimento, Instigação ou Auxílio a Suicídio (art122)
501005;050105      ;3375;3369;Infanticídio
501006;050106      ;10915;3369;Aborto
501007;05010601    ;10917;10915;Aborto provocado pela gestante ou com o seu consentimento
501008;05010602    ;10918;10915;Aborto provocado por terceiro
501009;05010603    ;10919;10915;Aborto qualificado
502000;0502        ;;;Demais Crimes contra a Vida
503000;0503        ;3385;287;Lesões Corporais
503001;050301      ;3386;3385;Leve (art 129, caput)
503002;050302      ;3387;3385;Seguida de morte (art 129, § 3º)
503003;050303      ;5556;3385;Grave (art 129, § 1º)
503004;050304      ;5557;3385;Gravíssima (art 129, § 2º)
503005;050305      ;5558;3385;Privilegiada (art 129, § 4º)
503006;050306      ;5560;3385;Decorrente de violência doméstica (art 129, §§ 9º e 11)
504000;0504        ;3388;287;Periclitação da Vida e da Saúde e Rixa
504001;050401      ;3389;3388;Perigo de contágio de moléstia grave (art131)
504002;050402      ;3390;3388;Perigo para a vida ou saúde de outrem (art 132)
504003;050403      ;3391;3388;Abandono de incapaz (art 133)
504004;050404      ;3392;3388;Omissão de socorro (art 135)
504005;050405      ;3393;3388;Rixa (art 137)
504006;050406      ;5911;3388;Perigo de contágio venéreo (art 130)
504007;050407      ;10508;3388;Maus tratos (art 136)
504008;050408      ;10509;3388;Exposição ou abandono de recém-nascido (art 134)
505000;0505        ;3394;287;Crimes contra a Honra
505001;050501      ;3395;3394;Calúnia (art 138)
505002;050502      ;3396;3394;Difamação (art 139)
505003;050503      ;3397;3394;Injúria (art 140)
506000;0506        ;3400;287;Crimes contra a liberdade pessoal
506001;050601      ;3401;3400;Constrangimento ilegal (art 146)
506002;050602      ;3402;3400;Ameaça (art 147)
506003;050603      ;3403;3400;Seqüestro e cárcere privado (art 148)
506004;050604      ;3404;3400;Redução a condição análoga à de escravo (art 149)
507000;0507        ;3405;287;Crimes contra a inviolabilidade de domicílio
507001;050701      ;3406;3405;Violação de domicílio (art 150)
508000;0508        ;3407;287;Crimes contra a inviolabilidade de correspondência
508001;050801      ;3408;3407;Violação de correspondência (art 151, caput)
508002;050802      ;3409;3407;Sonegação ou destruição de correspondência (art 151, § 1º, I)
508003;050803      ;3410;3407;Violação de comunicação telegráfica, radioelétrica ou telefônica (art 151, § 1º, II, III e IV)
508004;050804      ;3411;3407;Violação de correspondência comercial (art 152)
509000;0509        ;3412;287;Crimes contra a inviolabilidade de segredo
509001;050901      ;3413;3412;Divulgação de segredo (art 153)
509002;050902      ;3414;3412;Violação do segredo profissional (art 154)
509003;;11978;3412;INVASÃO DE DISPOSITIVO INFORMÁT
510000;0510        ;3415;287;Crimes contra o Patrimônio
510001;051001      ;3416;3415;Furto (art 155)
510002;051002      ;3418;3415;Furto de coisa comum (art 156)
510003;051003      ;3419;3415;Roubo (art 157)
510004;051004      ;3420;3415;Extorsão (art 158)
510005;051005      ;3421;3415;Extorsão mediante seqüestro (art 159)
510006;051006      ;3422;3415;Extorsão indireta (art 160)
510007;051007      ;3423;3415;Alteração de limites (art 161, caput)
510008;051008      ;3424;3415;Usurpação de águas (art 161, I)
510009;051009      ;3425;3415;Esbulho possessório (art 161, II e Lei 5741, art 9º)
510010;051010      ;3426;3415;Dano (art 163)
510011;051011      ;3427;3415;Introdução ou abandono de animais em propriedade alheia (art 164)
510012;051012      ;3428;3415;Dano em coisa de valor artístico, arqueológico ou histórico (art 165)
510013;051013      ;3429;3415;Alteração de local especialmente protegido (art 166)
510014;051014      ;3430;3415;Apropriação indébita previdenciária (art 168-A e Lei 8212/91)
510015;051015      ;3431;3415;Estelionato (art 171)
510017;051017      ;3434;3415;Fraude à execução (art 179)
510018;051018      ;3435;3415;Receptação (art 180)
510019;051019      ;3436;3415;Apropriação indébita (art 168, caput)
510020;051022      ;3432;3415;Estelionato majorado (art 171, § 3º)
510021;051020      ;3437;3415;Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza (art169)
510022;051021      ;3417;3415;Furto qualificado (art 155, § 4º)
510023;051023      ;3433;3415;Outras fraudes (art 176)
510024;051024      ;5564;3415;Furto privilegiado (art 155, § 2º)
510025;051025      ;5565;3415;Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior (art 155, § 5º)
510026;051026      ;5566;3415;Roubo majorado (art 157, § 2º)
510027;051027      ;5567;3415;Latrocínio (art 157, § 3º)
510028;051028      ;5568;3415;Extorsão mediante seqüestro seguida de morte (art 159, § 3º)
510029;051029      ;5569;3415;Extorsão mediante seqüestro seguida de lesão corporal grave (art 159, § 2º)
510030;051030      ;5570;3415;Supressão ou alteração de marcas em animais (art 162)
510031;051031      ;5571;3415;Dano qualificado (art 163, p único)
510032;051032      ;5572;3415;Apropriação de tesouro (art 169, p único, I)
510033;051033      ;5573;3415;Apropriação de coisa achada (art 169, p único, II)
510034;051034      ;5835;3415;Disposição de coisa alheia como própria (art 171, § 2º, I)
510035;051035      ;5836;3415;Alienação ou oneração fraudulenta de coisa própria (art 171, § 2º, II)
510036;051036      ;5837;3415;Defraudação de penhor (art 171, § 2º, III)
510037;051037      ;5838;3415;Fraude na Entrega de Coisa (art 171, § 2º, IV)
510038;051038      ;5839;3415;Fraude para recebimento de indenização ou valor de seguro (art 171, § 2º, V)
510039;051039      ;5840;3415;Fraude no pagamento por meio de cheque (art 171, § 2º, VI)
510040;051040      ;5841;3415;Duplicata simulada (art 172)
510041;051041      ;5842;3415;Abuso de incapazes (art 173)
510042;051042      ;5843;3415;Induzimento à especulação (art 174)
510043;051043      ;5844;3415;Fraude no comércio (art 175)
510044;051044      ;5845;3415;Fraudes e abusos na fundação ou administração de sociedade por ações (art 177)
510045;051045      ;5846;3415;Emissão irregular de conhecimento de depósito ou Warrant
510046;051046      ;5847;3415;Receptação qualificada (art 180, § 1º)
510048;;11959;3415;RECEPTAÇÃO CULPOSA
511000;0511        ;3442;287;Crimes contra a Propriedade Intelectual
511001;051101      ;3443;3442;Violação de direito autoral (art 184) e Lei 9609/98, art 12)
512000;0512        ;3445;287;Crimes contra a Organização do Tr
512001;051201      ;3446;3445;Atentado contra a liberdade de trabalho (art 197)
512002;051202      ;3447;3445;Atentado contra a liberdade de contrato de trabalho e boicotagem violenta (art 198)
512003;051203      ;3448;3445;Atentado contra a liberdade de associação (art 199)
512004;051204      ;3449;3445;Paralisação de trabalho, seguida de violência ou perturbação da ordem (art 200)
512005;051205      ;3450;3445;Paralisação de trabalho de interesse coletivo (art 201)
512006;051206      ;3451;3445;Invasão de estabelecimento industrial, comercial ou agrícola Sabotagem (art 202)
512007;051207      ;3452;3445;Frustração de direitos assegurados por lei trabalhista (art 203)
512008;051208      ;3453;3445;Exercício de atividade com infração de decisão administrativa (art 205)
512009;051209      ;3454;3445;Aliciamento para fins de emigração (art 206)
512010;051210      ;3455;3445;Aliciamento de trabalhadores de um local para outro do território nacional (art 207)
512011;051211      ;3456;3445;Frustração de lei sobre a nacionalização do trabalho (art 204)
513000;0513        ;3457;287;Crimes contra o sentimento religioso e contra o respeito aos mortos
513001;051301      ;3458;3457;Destruição/Subtração/Ocultação de Cadáver (art 211)
513002;051302      ;3462;3457;Ultraje/Impedimento ou Perturbação de Culto Religioso (art 208)
513003;051303      ;3459;3457;Impedimento ou Perturbação de Cerimônia Funerária (art 209)
513004;051304      ;3461;3457;Violação à sepultura (art 210)
513005;051305      ;3460;3457;Vilipêndio a cadáver (art 212)
514000;0514        ;3463;287;Crimes contra a Dignidade Sexual
514003;051403      ;3465;3463;Estupro (art 213)
514004;051404      ;3466;3463;Atentado violento ao pudor (art 214)
514005;051405      ;5850;3463;Posse sexual mediante fraude (art 215)
514006;051406      ;3467;3463;Atentado ao pudor mediante fraude (art 216)
514007;051407      ;5851;3463;Assédio sexual (art 216-A)
514008;051408      ;3468;3463;Corrupção de menores (art 218)
514009;051409      ;3471;3463;Mediação para servir à lascívia de outrem (art 227)
514010;051410      ;5852;3463;Favorecimento da prostituição (art 228)
514011;051411      ;5853;3463;Casa de prostituição (art 229)
514012;051412      ;5854;3463;Rufianismo (art 230)
514013;051413      ;5855;3463;Tráfico internacional de pessoas (art 231)
514014;051414      ;5856;3463;Tráfico interno de pessoas (art 231-A)
514015;051415      ;3469;3463;Ultraje público ao pudor (ato/escrito obsceno - arts 233 e 234)
514016;;11417;3463;Estupro de vulnerável (art 217-A)
514017;;11416;3463;Violação sexual mediante fraude (art 215)
514018;;11418;3463;Satisfação de lascívia mediante presença de criança ou adolescente (art 218-A)
514019;;11419;3463;Favorecimento da prostituição ou outra forma de exploração sexual (art 228)
514020;;11420;3463;Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável (art 218-B)
514021;;11421;3463;Tráfico internacional de pessoa para fim de exploração sexual (art 231)
514022;;11422;3463;Tráfico interno de pessoa para fim de exploração sexual (art 231-A)
515000;0515        ;3472;287;Crimes contra a Família
515002;051502      ;3477;3472;Crimes contra o casamento
515003;05150201    ;3479;3477;Bigamia (art 235)
515004;05150202    ;3481;3477;Induzimento a erro essencial e ocultação de impedimento (art 236)
515005;05150203    ;3480;3477;Conhecimento prévio de impedimento (art 237)
515006;05150204    ;3483;3477;Simulação de autoridade para celebração de casamento (art 238)
515007;05150205    ;3482;3477;Simulação de casamento (art 239)
515008;051503      ;3484;3472;Crimes contra o estado de filiação
515009;05150301    ;3486;3484;Registro de nascimento inexistente (art 241)
515010;05150302    ;3485;3484;Parto suposto (art 242)
515011;05150303    ;3487;3484;Sonegação do estado de filiação (art 243)
515012;051504      ;3473;3472;Crimes contra a assistência familiar
515013;05150401    ;3474;3473;Abandono material (art 244)
515014;05150402    ;3476;3473;Entrega de filho menor a pessoa inidônea (art 245)
515015;05150403    ;3475;3473;Abandono intelectual (arts 246 e 247)
515016;051505      ;3488;3472;Crime contra o pátrio-poder e tutela
515017;05150501    ;3489;3488;Induzimento a fuga, entrega arbitrária ou sonegação de incapazes
515018;05150502    ;3490;3488;Subtração de incapazes
516000;0516        ;3491;287;Crimes contra a Incolumidade Pública
516001;051601      ;3492;3491;Incêndio (art 250)
516002;051602      ;3493;3491;Explosão (art 251)
516003;051603      ;3494;3491;Uso de gás tóxico ou asfixiante (art 252)
516004;051604      ;3495;3491;Inundação/perigo de inundação (arts 254 e 255)
516005;051605      ;3496;3491;Desabamento ou desmoronamento (art 256)
516006;051606      ;3497;3491;Subtração, ocultação ou inutilização de material de salvamento (art 257)
516007;051607      ;3498;3491;Difusão de doença ou praga (art 259)
516008;051608      ;3500;3491;Desastre ferroviário/perigo de desastre ferroviário (art 260)
516010;051610      ;3501;3491;Atentado contra a segurança de transporte público (arts 261 e 262)
516011;051611      ;3502;3491;Arremesso de projétil (art 264)
516012;051612      ;3503;3491;Atentado contra a segurança de serviços de utilidade pública (art 265)
516013;051613      ;3504;3491;Interrupção /perturbação de serviços telegráficos/telefônicos (art 266)
516014;051614      ;3505;3491;Epidemia (art 267)
516015;051615      ;3506;3491;Emprego de processo proibido/substância não permitida (art 274)
516016;051616      ;3507;3491;Invólucro ou recipiente com falsa indicação (art 275)
516017;051617      ;3508;3491;Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais (art 273)
516018;051618      ;3509;3491;Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica (art 282)
516019;051619      ;5867;3491;Medicamento em desacordo com receita médica (art 280)
516020;051620      ;3510;3491;Charlatanismo (art 283)
516021;051621      ;3512;3491;Curandeirismo (art 284)
516022;051622      ;5862;3491;Fabrico/fornecimento/aquisição/posse ou transporte de explosivos ou gás tóxico ou asfixiante (art 253)
516023;051623      ;3515;3491;Infração de Medida Sanitária Preventiva (art 268)
516024;051624      ;3516;3491;Omissão de notificação de doença (art 269)
516025;051625      ;3513;3491;Envenenamento de água potável/susbstância alimentícia ou medicinal (art 270)
516026;051626      ;3511;3491;Corrupção ou poluição de água potável (art 271)
516027;051627      ;3514;3491;Falsificação/corrupção/adulteração/alteração de substância ou produtos alimentícios (art 272)
516028;051628      ;5866;3491;Venda de produtos ou substâncias nas condições dos artigos 274 e 275 (art 276)
516029;051629      ;3519;3491;Substância destinada à falsificação (art 277)
516030;051630      ;3517;3491;Outras substâncias nocivas à saúde pública (art 278)
516031;;11961;3491;INCÊNDIO CULPOSO
516032;;11963;3491;EXPLOSÃO CULPOSA
516033;;11966;3491;USO CULPOSO DE GÁS TÓXICO OU A
516034;;11967;3491;INUNDAÇÃO CULPOSA
516035;;11969;3491;DESABAMENTO OU DESMORONAMENTO CUL
516036;;11972;3491;DESASTRE FERROVIÁRIO CULPOSO
517000;0517        ;3520;287;Crimes contra a Paz Pública
517001;051701      ;3521;3520;Quadrilha ou Bando (art 288)
517003;051703      ;5869;3520;Incitação ao crime (art 286)
517004;051704      ;5870;3520;Apologia de crime ou criminoso (art 287)
517005;;55008;3520;CONSTITUIÇÃO DE MILÍCIA PRIVADA - ART. 288-A
518000;0518        ;3523;287;Crimes contra a Fé Pública
518001;051801      ;3524;3523;Moeda Falsa/Assimilados (arts 289 e §§ e 290)
518003;051803      ;3527;3523;Petrechos para falsificação de moeda (art 291)
518004;051804      ;3528;3523;Emissão de título ao portador sem permissão legal (art 292)
518005;051805      ;3529;3523;Falsificação de papéis públicos (art 293)
518006;051806      ;3530;3523;Falsificação do selo ou sinal público (art 296)
518007;051807      ;3531;3523;Falsificação de documento público (art 297 e Lei 8212/91)
518008;051808      ;3532;3523;Falsificação de documento particular (art 298)
518009;051809      ;3533;3523;Falsidade ideológica (art 299)
518010;051810      ;3534;3523;Falso reconhecimento de firma ou letra (art 300)
518011;051811      ;3535;3523;Certidão ou atestado ideologicamente falso (art 301, caput)
518012;051812      ;3536;3523;Falsidade material de atestado ou certidão (art 301, § 1º)
518013;051813      ;3537;3523;Falsidade de atestado médico (art 302)
518014;051814      ;3538;3523;Reprodução ou adulteração de selo ou peça filatélica (art 303)
518015;051815      ;3539;3523;Uso de documento falso (art 304)
518016;051816      ;3540;3523;Supressão de documento (art 305)
518017;051817      ;3541;3523;Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins (art 306)
518018;051818      ;3542;3523;Falsa identidade (arts 307 e 308)
518019;051819      ;3543;3523;Fraude de lei sobre estrangeiros (art 309)
518021;051821      ;3545;3523;Petrechos de Falsificação de papéis públicos (art 294)
518022;;11007;3523;MOEDA FALSA
518023;05180102    ;11007;3523;Crime de moeda falsa praticado por Funcionário Público (art 289, § 3º)
518024;0518010     ;11006;3523;Crime de Desvio e/ou Circulação de Moeda Não Autorizada
518025;05182101    ;10993;3523;Petrechos de Falsificação (art 294) - praticado por Funcionário Público
518026;05180601    ;11004;3523;Falsificação do selo ou sinal público (art 296) praticado por Funcionário Público (296, §2º) - Crimes contra a Fé Pública ¿ Penal
518027;05180701    ;10998;3523;Falsificação de documento público (art 297 e Lei 8212/91) ) praticado por Funcionário Público (297, §1º) - Crimes contra a Fé Pública ¿ Penal
518028;05180901    ;10995;3523;Falsidade ideológica (art 299) praticado por Funcionário Público (299, § único)- Crimes contra a Fé Pública ¿ Penal
518029;051822      ;3546;3523;Adulteração de sinal identificador de veículo automotor (art 311)
518030;05182201    ;10992;3523;Adulteração de sinal identificador de veículo automotor por Funcionário Público (art 311, §1º e 2º )
518031;05180501    ;11005;3523;Falsificação de papéis públicos (art 293) praticado por Funcionário Público (art 295) - Crimes contra a Fé Pública - Penal
518032;;10994;3523;Petrechos para falsificação de moeda por Funcionário Público
518033;;55013;3523;FRAUDES EM CERTAME DE INTERESSE PÚBLICO - ART. 311-A
519000;0519        ;3547;287;Crimes praticados por funcionários públicos contra a Administração em Geral
519001;051901      ;3548;3547;Peculato (art 312, caput e § 1º)
519003;051903      ;3550;3547;Peculato mediante erro de outrem (art 313)
519004;051904      ;3551;3547;Extravio, sonegação ou inutilização de livro ou documento (art 314)
519005;051905      ;3552;3547;Emprego irregular de verbas ou rendas públicas (art 315)
519006;051906      ;3553;3547;Concussão (art 316, caput)
519007;051907      ;3554;3547;Excesso de exação (art 316, §§ 1º e 2º)
519008;051908      ;3555;3547;Corrupção passiva (art 317)
519009;051909      ;3556;3547;Facilitação de contrabando ou descaminho (art 318)
519010;051910      ;3557;3547;Prevaricação (arts 319 e 319-A)
519011;051911      ;3558;3547;Condescendência criminosa (art 320)
519012;051912      ;3559;3547;Advocacia administrativa (art 321)
519013;051913      ;3560;3547;Violência arbitrária (art 322)
519014;051914      ;3561;3547;Abandono de função (art 323)
519015;051915      ;3562;3547;Exercício funcional ilegalmente antecipado ou prolongado (art 324)
519016;051916      ;3563;3547;Violação do sigilo funcional (art 325)
519017;051917      ;3564;3547;Violação do sigilo de proposta de concorrência (art 326)
519018;052201      ;3565;5872;Usurpação de função pública (art 328)
519019;052202      ;3566;5872;Resistência (art 329)
519020;052203      ;3567;5872;Tráfico de influência (art 332)
519021;052204      ;3568;5872;Corrupção ativa (art 333)
519022;052205      ;3569;5872;Impedimento, perturbação ou fraude de concorrência (art 335)
519023;052206      ;3570;5872;Inutilização de edital ou de sinal (art 336)
519024;052207      ;3571;5872;Subtração ou inutilização de livro ou documento (art 337, caput)
519025;052208      ;3572;5872;Desobediência (art 330)
519026;052209      ;3573;5872;Desacato (art 331)
519027;052210      ;3574;5872;Contrabando ou Descaminho (art 334)
519028;052301      ;3575;5874;Reingresso de estrangeiro expulso (art 338)
519029;052302      ;3576;5874;Denunciação caluniosa (art 339)
519030;052303      ;3577;5874;Comunicação falsa de crime ou de contravenção (art 340)
519031;052304      ;3578;5874;Auto-acusação falsa (art 341)
519032;052305      ;3579;5874;Falso testemunho ou falsa perícia (arts 342 e 343)
519033;052306      ;3580;5874;Coação no curso do processo (art 344)
519034;052307      ;3581;5874;Exercício arbitrário das próprias razões (arts 345 e 346)
519035;052308      ;3582;5874;Fraude processual (art 347)
519036;052309      ;3583;5874;Favorecimento pessoal (art 348)
519037;052310      ;3584;5874;Favorecimento real (art 349)
519038;052311      ;3585;5874;Exercício arbitrário ou abuso de poder (art 350)
519039;052312      ;3586;5874;Fuga de pessoa presa ou submetida a medida de segurança (art 351)
519040;052313      ;3587;5874;Evasão mediante violência contra a pessoa (art 352)
519041;052314      ;3588;5874;Arrebatamento de preso (art 353)
519042;052315      ;3589;5874;Motim de presos (art 354)
519043;052316      ;3590;5874;Patrocínio infiel (art 355, caput)
519044;052317      ;3591;5874;Patrocínio simultâneo ou tergiversação (art 355, p único)
519045;052318      ;3592;5874;Sonegação de papel ou objeto de valor probatório (art 356)
519046;052319      ;3593;5874;Exploração de prestígio (art 357)
519047;052320      ;3594;5874;Violência ou fraude em arrematação judicial (art 358)
519048;052321      ;3595;5874;Desobediência a decisão judicial sobre perda ou suspensão de direitos (art 359)
519049;051949      ;3596;3547;Inserção de dados falsos em sistema de informações (art 313-A)
519050;051950      ;3597;3547;Modificação ou alteração não autorizada de sistema de informações (art 313-B)
519051;052211      ;3598;5872;Sonegação de contribuição previdenciária (art 337-A e Lei 8212/91)
519052;0524        ;5873;287;Crimes Praticados por Particular contra a Administração Pública estrangeira
519053;0525        ;5875;287;Crimes contra as Finanças Públicas
520000;0520        ;3603;287;Crimes Previstos na Legislação Extravagante
520001;052001      ;3604;3603;"""Crimes de Responsabilidade (DL 201/67; Lei 1079/50 e Lei 5249/67)"""
520002;052002      ;3605;3603;Crimes contra a Economia Popular (Lei 1521/51)
520003;052003      ;3606;3603;Crimes de Abuso de Autoridade (Lei 4898/65)
520004;052004      ;3607;3603;Crimes de Tráfico Ilícito e Uso Indevido de Drogas (Lei 11343/06)
520005;052005      ;3609;3603;Responsabilidade Criminal por Danos Nucleares (Lei 6453/77)
520006;052006      ;3610;3603;Crimes contra o Serviço Postal e o Serviço de Telegrama (Lei 6538/78)
520007;052007      ;3611;3603;Crimes contra a Segurança Nacional, a Ordem Política e Social (Lei 7170/83)
520008;052008      ;3612;3603;Crimes contra o Sistema Financeiro Nacional (Lei 7492/86)
520009;052009      ;3613;3603;Crimes Resultante de Preconceito de Raça ou de Cor (Lei 7716/89)
520010;052010      ;3614;3603;Crimes contra a Ordem Tributária (art 1º ao 3º da Lei 8137/90 e art 1º da Lei 4729/65)
520011;052011      ;3615;3603;Crimes contra a Ordem Econômica (art 4º ao 6º da Lei 8137/90 e Lei 8176/91)
520012;052012      ;3616;3603;Crimes contra as Relações de Consumo (art 7º da Lei 8137/90 e Lei 8078/90)
520013;052013      ;3617;3603;Representação caluniosa (art 19, Lei 8429/92)
520014;052015      ;3618;3603;Crimes contra o Meio Ambiente e o Patrimônio Genético
520015;05201501    ;3619;3618;Crimes contra a Fauna
520016;05201502    ;3620;3618;Crimes contra a Flora
520017;05201503    ;3621;3618;Da Poluição
520018;05201504    ;3622;3618;Agrotóxicos (Lei 7802/89)
520019;05201505    ;3623;3618;Atividades Nucleares (Lei 6453/77)
520020;05201506    ;3624;3618;Caça (Lei nº 5197/67)
520021;05201507    ;;;Contravenções Florestais ( Lei nº 4771/65)
520023;05201509    ;3627;3618;Pesca (Lei nº 5197/67, Lei nº 7643/87, Lei 7679/88, DL 221/67)
520024;052016      ;3628;3603;"""Crimes de """"Lavagem"""" ou Ocultação de Bens, Direitos ou Valores"""
520025;052017      ;3629;3603;Crimes contra as Telecomunicações (Lei 9472/97 - art 183)
520026;052018      ;3630;3603;Crimes Previstos na Lei de Estrangeiros(Lei 6815/80)
520027;052019      ;3631;3603;Crimes de Tortura(Lei 9455/97)
520028;052020      ;3632;3603;Crimes de Trânsito (Lei 9503/97)
520029;052021      ;3633;3603;Crimes do Sistema Nacional de Armas (Lei 9437/97 e Lei 10826/03)
520030;052022      ;3634;3603;Crimes de Imprensa (Lei 5250/67)
520031;052023      ;;;Apreensão de mercadorias - entrada ou saída irregular do país
520032;052024      ;3438;3603;Dos crimes contra a propriedade industrial (Art 193CP e Lei 9279/96)
520033;052025      ;3637;3603;Crimes Previstos no Estatuto da Criança e do Adolescente
520034;052026      ;3638;3603;Crimes contra o mercado de capitais (Lei 4728/65 e Lei 6385/76)
520035;052027      ;;;Crimes hediondos (Lei 8072/90)
520036;052028      ;3640;3603;Crimes de genocídio (Lei 2889/56)
520037;052029      ;3641;3603;Sigilo Telefônico(Lei 9296/96)
520038;052030      ;3642;3603;Crimes da Lei de licitações(Lei 8666/93)
520039;052031      ;3643;3603;Crimes da Lei de remoção de órgãos e tecidos (Lei 9434/97)
520040;052032      ;;;Crimes da Lei de bingos e jogos de azar (Lei 9615/98)
520041;052033      ;;;Crimes da Lei do software (Lei 9609/98)
520042;052034      ;;;Crimes praticados por índios (art56 da Lei 6001/73)
520043;052035      ;3647;3603;Crimes praticados contra os índios e a cultura indígena (art58 da Lei 6001/73)
520044;0526        ;3692;287;Contravenções Penais
520045;052037      ;;;Pornografia Infantil via Internet (Lei 8069/90)
520046;052038      ;3650;3603;Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública (art 10 da Lei 7347/85)
520047;052039      ;3651;3603;Crimes Agrários (art 19 e 20 da Lei 4947/69)
520049;052041      ;3653;3603;Crimes relacionados à Comissão Parlamentar de Inquérito (art 4º da Lei 1579/52)
520050;052042      ;3654;3603;Crimes Eleitorais (Lei 4737/65)
520051;052043      ;3655;3603;Crime de Quebra de Sigilo Financeiro (art 10º da LC 105/01)
520052;;;;
520053;052044      ;3656;3603;Crimes do Código Brasileiro de Telecomunicações (Lei 4117/62 - art 56, 70, 72)
520055;052046      ;;;Crime praticado por organizações criminosas - Dec 5015/04
520056;052047      ;3659;3603;Crimes Previstos no Estatuto do Idoso (Lei 10741/03)
520057;052048      ;3660;3603;Parcelamento do solo urbano - Lei n 6766, de 19/12/1979 - Crime contra a Administração Pública - Legislação Extravagante - Penal
520058;05200101    ;10991;5875;Corrupção praticada por Prefeitos e Vereadores (DL 201/67, art 1º, I e II) - Crimes de Responsabilidade
520059;05200102    ;10990;5875;Má-gestão praticada por Prefeitos e Vereadores (DL 201/67, art 1º, III a XXIII) - Crimes de Responsabilidade
520060;05200402    ;10987;3607;Tráfico Ilícito de Drogas praticado por Funcionário Público (Lei 11343/06, art 40, II) - Crimes Previstos na Legislação Extravagante ¿ Penal
520061;05201001    ;10985;3603;Crimes contra a Ordem Tributária praticado por Funcionário Público (art 3º e 12,II da Lei 8137/90)
520062;05201510    ;10986;3618;Crime contra a administração ambiental (Lei 9605/98, arts 66 e 67) - Crimes contra o Meio Ambiente (Lei 9605/98)
520063;05201601    ;10982;3547;"""Crimes de """"Lavagem"""" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção (Lei 9613/98, art 1º, V e VIII)"""
520064;05200403    ;5885;3607;Posse de drogas para consumo pessoal (Lei nº 11343/06, art 28)
520065;05200404    ;3608;3607;Tráfico de drogas e condutas afin
520066;05200405    ;5895;3607;Indução, instigação ou auxílio ao uso de drogas (Lei 11343/06, art 33, § 2º)
520067;05200406    ;5896;3607;Oferecimento de drogas para consumo conjunto (Lei 11343/06, art 33, § 3º)
520068;05200407    ;5894;3607;Fabricação de objeto destinado à produção de drogas e condutas afins (Lei 11343/06, art 34)
520069;05200408    ;5897;3607;Associação para a produção e tráfico e condutas afins (Lei 11343/06, art 35)
520070;05200409    ;5898;3607;Financiamento ou custeio de produção ou tráfico de drogas (Lei 11343/06, art 36)
520071;05200410    ;5899;3607;Colaboração com grupo, organização ou associação destinados à produção ou tráfico de drogas (Lei 11343/06, art 37)
520072;05200411    ;5900;3607;Prescrição culposa de drogas (Lei 11343/06, art 38)
520073;05200412    ;5901;3607;Condução de embarcação ou aeronave sob efeito de drogas (Lei 11343/06, art 39)
520074;05201511    ;10514;3618;Utilização de embrião humano em desacordo com a legislação (Lei nº 11105/05, art 24)
